feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
has_strong_negative_phrase,0.7272662318711288,-0.00013951343237685875,0.0001648622716226869,0.7274057453035057
num_questions,0.7272662318711288,-0.00015022141348510764,0.00016838860275673217,0.7274164532846139
class_1_top_match_count,0.7272662318711288,-0.00016381881276383847,0.00014845666741043805,0.7274300506838927
word_svd_148,0.7272662318711288,-0.00016952243150774037,0.0006648470475589522,0.7274357543026365
char_svd_9,0.7272662318711288,-0.0001717706422412757,0.0009605717525586442,0.7274380025133701
char_svd_41,0.7272662318711288,-0.00017304418585755154,0.0012786339202585531,0.7274392760569863
char_svd_71,0.7272662318711288,-0.00017587162929419975,0.0007539155263520172,0.727442103500423
char_svd_148,0.7272662318711288,-0.00017869342761822615,0.0003507880291737719,0.727444925298747
char_svd_106,0.7272662318711288,-0.00018987622428376927,0.0006571863117230387,0.7274561080954126
word_svd_39,0.7272662318711288,-0.00019481859011676316,0.0008779975305844504,0.7274610504612455
word_svd_57,0.7272662318711288,-0.00019545731622407913,0.001513391798563207,0.7274616891873529
